,0
"(7, 2, 276241)",1.14764
"(7, 2, 276264)",1.29905
"(7, 2, 276265)",1.17054
"(7, 2, 276268)",1.13445
"(7, 2, 276269)",1.14537
"(7, 2, 276737)",1.87361
"(7, 2, 276738)",4.24026
"(8, 0, 276183)",1.77551
"(8, 0, 276184)",1.57789
"(8, 0, 275911)",1.73925
"(8, 0, 275912)",1.2959
"(8, 0, 276240)",1.33631
"(8, 0, 276241)",1.38536
"(8, 0, 276264)",1.13013
"(8, 0, 276265)",1.23128
"(8, 0, 276268)",1.12591
"(8, 0, 276269)",1.16654
"(8, 0, 276737)",1.95831
"(8, 0, 276738)",2.34043
"(8, 1, 276183)",1.86213
"(8, 1, 276184)",1.60783
"(8, 1, 275911)",1.6870599999999998
"(8, 1, 275912)",1.24376
"(8, 1, 276240)",1.29638
"(8, 1, 276241)",1.42105
"(8, 1, 276264)",1.18118
"(8, 1, 276265)",1.16529
"(8, 1, 276268)",1.15264
"(8, 1, 276269)",1.18238
"(8, 1, 276737)",1.80734
"(8, 1, 276738)",1.8047
"(8, 2, 276183)",1.90677
"(8, 2, 276184)",1.7021400000000002
"(8, 2, 275911)",1.6873599999999995
"(8, 2, 275912)",1.17969
"(8, 2, 276240)",1.38916
"(8, 2, 276241)",1.37229
"(8, 2, 276264)",1.21272
"(8, 2, 276265)",1.22176
"(8, 2, 276268)",1.16275
"(8, 2, 276269)",1.20896
"(8, 2, 276737)",1.82433
"(8, 2, 276738)",1.7712
"(9, 0, 276183)",1.96117
"(9, 0, 276184)",1.72131
"(9, 0, 275911)",1.71494
"(9, 0, 275912)",1.18772
"(9, 0, 276240)",1.35898
"(9, 0, 276241)",1.30091
"(9, 0, 276264)",1.18159
"(9, 0, 276265)",1.19884
"(9, 0, 276268)",1.16483
"(9, 0, 276269)",1.18793
"(9, 0, 276737)",1.82838
"(9, 0, 276738)",1.78673
"(9, 1, 276183)",2.21623
"(9, 1, 276184)",1.78364
"(9, 1, 275911)",1.7314599999999998
"(9, 1, 275912)",1.19969
"(9, 1, 276240)",1.3267799999999998
"(9, 1, 276241)",1.34441
"(9, 1, 276264)",1.13985
"(9, 1, 276265)",1.22546
"(9, 1, 276268)",1.16624
"(9, 1, 276269)",1.14419
"(9, 1, 276737)",1.61692
"(9, 1, 276738)",1.6178
"(9, 2, 276183)",2.01631
"(9, 2, 276184)",1.78883
"(9, 2, 275911)",1.7121400000000002
"(9, 2, 275912)",1.21256
"(9, 2, 276240)",1.35283
"(9, 2, 276241)",1.22855
"(9, 2, 276264)",1.15069
"(9, 2, 276265)",1.26427
"(9, 2, 276268)",1.19815
"(9, 2, 276269)",1.16174
"(9, 2, 276737)",1.66812
"(9, 2, 276738)",1.64284
"(10, 0, 276183)",2.24481
"(10, 0, 276184)",1.6867599999999998
"(10, 0, 275911)",1.96063
"(10, 0, 275912)",1.36439
"(10, 0, 276240)",2.07985
"(10, 0, 276241)",1.67398
"(10, 0, 276264)",1.1901
"(10, 0, 276265)",1.23798
"(10, 0, 276268)",1.33628
"(10, 0, 276269)",1.1842700000000002
"(10, 0, 276737)",1.63805
"(10, 0, 276738)",3.08377
"(10, 1, 276183)",2.2597400000000003
"(10, 1, 276184)",1.69357
"(10, 1, 275911)",1.95173
"(10, 1, 275912)",1.47947
"(10, 1, 276240)",2.1330400000000003
"(10, 1, 276241)",1.96019
"(10, 1, 276264)",1.1793
"(10, 1, 276265)",1.25226
"(10, 1, 276268)",1.45762
"(10, 1, 276269)",1.20933
"(10, 1, 276737)",1.6046
"(10, 1, 276738)",1.80537
"(10, 2, 276183)",2.28726
"(10, 2, 276184)",1.6506900000000002
"(10, 2, 275911)",1.81682
"(10, 2, 275912)",1.60243
"(10, 2, 276240)",1.82441
"(10, 2, 276241)",1.66678
"(10, 2, 276264)",1.22885
"(10, 2, 276265)",1.2543799999999998
"(10, 2, 276268)",1.37077
"(10, 2, 276269)",1.23058
"(10, 2, 276737)",1.55702
"(10, 2, 276738)",1.42046
"(11, 0, 276183)",2.30135
"(11, 0, 276184)",1.55148
"(11, 0, 275911)",1.7531900000000002
"(11, 0, 275912)",1.80412
"(11, 0, 276240)",1.87267
"(11, 0, 276241)",1.50501
"(11, 0, 276264)",1.20497
"(11, 0, 276265)",1.19753
"(11, 0, 276268)",1.36535
"(11, 0, 276269)",1.21997
"(11, 0, 276737)",1.54223
"(11, 0, 276738)",1.6953200000000002
"(11, 1, 276183)",2.24308
"(11, 1, 276184)",1.5485799999999998
"(11, 1, 275911)",1.6702400000000002
"(11, 1, 275912)",1.65497
"(11, 1, 276240)",1.67657
"(11, 1, 276241)",1.36016
"(11, 1, 276264)",1.15497
"(11, 1, 276265)",1.19573
"(11, 1, 276268)",1.33761
"(11, 1, 276269)",1.15112
"(11, 1, 276737)",1.67051
"(11, 1, 276738)",1.67534
"(11, 2, 276183)",2.14155
"(11, 2, 276184)",1.45006
"(11, 2, 275911)",1.69302
"(11, 2, 275912)",1.32991
"(11, 2, 276240)",1.5793700000000002
"(11, 2, 276241)",1.22998
"(11, 2, 276264)",1.20789
"(11, 2, 276265)",1.22861
"(11, 2, 276268)",1.32101
"(11, 2, 276269)",1.18859
"(11, 2, 276737)",1.47169
"(11, 2, 276738)",1.56931
"(12, 0, 276183)",1.33923
"(12, 0, 276184)",1.22971
"(12, 0, 275911)",1.76614
"(12, 0, 275912)",1.19465
"(12, 0, 276240)",1.31536
"(12, 0, 276241)",1.21168
"(12, 0, 276264)",1.22368
"(12, 0, 276265)",1.35065
"(12, 0, 276268)",1.27834
"(12, 0, 276269)",1.18032
"(12, 0, 276737)",1.61291
"(12, 0, 276738)",1.41003
"(12, 1, 276183)",1.33973
"(12, 1, 276184)",1.2070299999999998
"(12, 1, 275911)",1.65877
"(12, 1, 275912)",1.1883
"(12, 1, 276240)",1.23122
"(12, 1, 276241)",1.18482
"(12, 1, 276264)",1.2076
"(12, 1, 276265)",1.38839
"(12, 1, 276268)",1.23616
"(12, 1, 276269)",1.15716
"(12, 1, 276737)",1.64275
"(12, 1, 276738)",1.65613
"(12, 2, 276183)",1.47138
"(12, 2, 276184)",1.19536
"(12, 2, 275911)",1.6890599999999998
"(12, 2, 275912)",1.20247
"(12, 2, 276240)",1.19106
"(12, 2, 276241)",1.17323
"(12, 2, 276264)",1.19136
"(12, 2, 276265)",1.37204
"(12, 2, 276268)",1.2725799999999998
"(12, 2, 276269)",1.20245
"(12, 2, 276737)",1.60191
"(12, 2, 276738)",1.8526
"(13, 0, 276183)",1.45459
"(13, 0, 276184)",1.18114
"(13, 0, 275911)",1.66616
"(13, 0, 275912)",1.18991
"(13, 0, 276240)",1.22255
"(13, 0, 276241)",1.17542
"(13, 0, 276264)",1.2201
"(13, 0, 276265)",1.34838
"(13, 0, 276268)",1.28493
"(13, 0, 276269)",1.19146
"(13, 0, 276737)",1.56199
"(13, 0, 276738)",1.5895
"(13, 1, 276183)",1.42624
"(13, 1, 276184)",1.17088
"(13, 1, 275911)",1.57319
"(13, 1, 275912)",1.18359
"(13, 1, 276240)",1.2154
"(13, 1, 276241)",1.18935
"(13, 1, 276264)",1.19419
"(13, 1, 276265)",1.32108
"(13, 1, 276268)",1.28219
"(13, 1, 276269)",1.16633
"(13, 1, 276737)",1.54476
"(13, 1, 276738)",1.5174
"(13, 2, 276183)",1.49849
"(13, 2, 276184)",1.16287
"(13, 2, 275911)",1.49801
"(13, 2, 275912)",1.16669
"(13, 2, 276240)",1.25714
"(13, 2, 276241)",1.1844
"(13, 2, 276264)",1.17354
"(13, 2, 276265)",1.28356
"(13, 2, 276268)",1.246
"(13, 2, 276269)",1.20954
"(13, 2, 276737)",1.56211
"(13, 2, 276738)",1.51148
"(0, 0, 276183)",1.26113
"(0, 0, 276184)",3.03385
"(0, 0, 275911)",1.62092
"(0, 0, 275912)",2.87386
"(0, 0, 276240)",1.4594200000000002
"(0, 0, 276241)",2.62273
"(0, 0, 276264)",1.14842
"(0, 0, 276265)",3.27345
"(0, 0, 276268)",1.15779
"(0, 0, 276269)",1.59151
"(0, 0, 276737)",1.5146
"(0, 0, 276738)",1.30473
"(0, 1, 276183)",1.26324
"(0, 1, 276184)",3.2286200000000003
"(0, 1, 275911)",1.60427
"(0, 1, 275912)",2.63648
"(0, 1, 276240)",1.3012
"(0, 1, 276241)",2.14403
"(0, 1, 276264)",1.11086
"(0, 1, 276265)",3.1916900000000004
"(0, 1, 276268)",1.13515
"(0, 1, 276269)",1.75015
"(0, 1, 276737)",1.59236
"(0, 1, 276738)",1.65484
"(0, 2, 276183)",1.20846
"(0, 2, 276184)",3.15489
"(0, 2, 275911)",1.51973
"(0, 2, 275912)",2.7267
"(0, 2, 276240)",1.22265
"(0, 2, 276241)",1.73045
"(0, 2, 276264)",1.12199
"(0, 2, 276265)",2.5055
"(0, 2, 276268)",1.15978
"(0, 2, 276269)",1.7332900000000002
"(0, 2, 276737)",1.48587
"(0, 2, 276738)",1.33718
"(1, 0, 276183)",1.1624
"(1, 0, 276184)",3.0939400000000004
"(1, 0, 275911)",1.43497
"(1, 0, 275912)",2.51356
"(1, 0, 276240)",1.1932
"(1, 0, 276241)",1.50919
"(1, 0, 276264)",1.11917
"(1, 0, 276265)",1.53291
"(1, 0, 276268)",1.19709
"(1, 0, 276269)",1.6937799999999998
"(1, 0, 276737)",1.4964
"(1, 0, 276738)",1.44075
"(1, 1, 276183)",1.15938
"(1, 1, 276184)",3.02053
"(1, 1, 275911)",1.27398
"(1, 1, 275912)",2.40406
"(1, 1, 276240)",1.18886
"(1, 1, 276241)",1.46606
"(1, 1, 276264)",1.12372
"(1, 1, 276265)",1.08971
"(1, 1, 276268)",1.13751
"(1, 1, 276269)",1.56824
"(1, 1, 276737)",1.57777
"(1, 1, 276738)",1.50749
"(1, 2, 276183)",1.17699
"(1, 2, 276184)",3.13132
"(1, 2, 275911)",1.31416
"(1, 2, 275912)",2.10218
"(1, 2, 276240)",1.2121
"(1, 2, 276241)",1.6782700000000002
"(1, 2, 276264)",1.1385
"(1, 2, 276265)",1.13219
"(1, 2, 276268)",1.12351
"(1, 2, 276269)",1.59359
"(1, 2, 276737)",1.53945
"(1, 2, 276738)",1.5894
"(2, 0, 276183)",1.30571
"(2, 0, 276184)",1.84097
"(2, 0, 275911)",1.36103
"(2, 0, 275912)",2.77749
"(2, 0, 276240)",1.19678
"(2, 0, 276241)",1.46709
"(2, 0, 276264)",1.09807
"(2, 0, 276265)",1.1489200000000002
"(2, 0, 276268)",1.13762
"(2, 0, 276269)",1.66608
"(2, 0, 276737)",1.6650599999999998
"(2, 0, 276738)",1.6928299999999998
"(2, 1, 276183)",1.48332
"(2, 1, 276184)",1.63511
"(2, 1, 275911)",1.36232
"(2, 1, 275912)",2.69492
"(2, 1, 276240)",1.19562
"(2, 1, 276241)",1.3566200000000002
"(2, 1, 276264)",1.13013
"(2, 1, 276265)",1.17248
"(2, 1, 276268)",1.14382
"(2, 1, 276269)",1.39744
"(2, 1, 276737)",1.80194
"(2, 1, 276738)",1.60993
"(2, 2, 276183)",1.71965
"(2, 2, 276184)",1.56647
"(2, 2, 275911)",1.35983
"(2, 2, 275912)",2.61466
"(2, 2, 276240)",1.21207
"(2, 2, 276241)",1.38497
"(2, 2, 276264)",1.13634
"(2, 2, 276265)",1.17944
"(2, 2, 276268)",1.15741
"(2, 2, 276269)",1.1694
"(2, 2, 276737)",1.75099
"(2, 2, 276738)",1.65136
"(3, 0, 276183)",1.97483
"(3, 0, 276184)",1.50759
"(3, 0, 275911)",1.28098
"(3, 0, 275912)",2.55022
"(3, 0, 276240)",1.18206
"(3, 0, 276241)",1.19597
"(3, 0, 276264)",1.12945
"(3, 0, 276265)",1.14691
"(3, 0, 276268)",1.22907
"(3, 0, 276269)",1.18872
"(3, 0, 276737)",1.77095
"(3, 0, 276738)",1.63564
"(3, 1, 276183)",1.7333599999999998
"(3, 1, 276184)",1.43128
"(3, 1, 275911)",1.22623
"(3, 1, 275912)",2.36527
"(3, 1, 276240)",1.19289
"(3, 1, 276241)",1.1627
"(3, 1, 276264)",1.1494
"(3, 1, 276265)",1.2219
"(3, 1, 276268)",1.19045
"(3, 1, 276269)",1.20753
"(3, 1, 276737)",1.79753
"(3, 1, 276738)",1.66588
"(3, 2, 276183)",1.43173
"(3, 2, 276184)",1.29168
"(3, 2, 275911)",1.22166
"(3, 2, 275912)",1.57933
"(3, 2, 276240)",1.16713
"(3, 2, 276241)",1.14657
"(3, 2, 276264)",1.17083
"(3, 2, 276265)",1.18277
"(3, 2, 276268)",1.1145
"(3, 2, 276269)",1.16279
"(3, 2, 276737)",1.7709400000000002
"(3, 2, 276738)",1.81049
"(4, 0, 276183)",1.1366
"(4, 0, 276184)",1.2804
"(4, 0, 275911)",1.28188
"(4, 0, 275912)",1.13547
"(4, 0, 276240)",1.15617
"(4, 0, 276241)",1.07231
"(4, 0, 276264)",1.15556
"(4, 0, 276265)",1.1451
"(4, 0, 276268)",1.14075
"(4, 0, 276269)",1.0947
"(4, 0, 276737)",1.7259
"(4, 0, 276738)",1.62104
"(4, 1, 276183)",1.11948
"(4, 1, 276184)",1.32123
"(4, 1, 275911)",1.20268
"(4, 1, 275912)",1.12635
"(4, 1, 276240)",1.16908
"(4, 1, 276241)",1.0939
"(4, 1, 276264)",1.15684
"(4, 1, 276265)",1.14871
"(4, 1, 276268)",1.08594
"(4, 1, 276269)",1.09145
"(4, 1, 276737)",1.56648
"(4, 1, 276738)",1.56695
"(4, 2, 276183)",1.10953
"(4, 2, 276184)",1.2984
"(4, 2, 275911)",1.13079
"(4, 2, 275912)",1.13091
"(4, 2, 276240)",1.19219
"(4, 2, 276241)",1.05315
"(4, 2, 276264)",1.17121
"(4, 2, 276265)",1.1505
"(4, 2, 276268)",1.07756
"(4, 2, 276269)",1.08162
"(4, 2, 276737)",2.00551
"(4, 2, 276738)",1.58086
"(5, 0, 276183)",1.13105
"(5, 0, 276184)",1.26469
"(5, 0, 275911)",1.12603
"(5, 0, 275912)",1.14942
"(5, 0, 276240)",1.16672
"(5, 0, 276241)",1.06122
"(5, 0, 276264)",1.14766
"(5, 0, 276265)",1.15171
"(5, 0, 276268)",1.1091
"(5, 0, 276269)",1.1089
"(5, 0, 276737)",1.77342
"(5, 0, 276738)",1.59444
"(5, 1, 276183)",1.15546
"(5, 1, 276184)",1.2405
"(5, 1, 275911)",1.13582
"(5, 1, 275912)",1.19326
"(5, 1, 276240)",1.14474
"(5, 1, 276241)",1.06494
"(5, 1, 276264)",1.18089
"(5, 1, 276265)",1.15351
"(5, 1, 276268)",1.08435
"(5, 1, 276269)",1.11686
"(5, 1, 276737)",1.82857
"(5, 1, 276738)",1.97493
"(5, 2, 276183)",1.29957
"(5, 2, 276184)",1.3271
"(5, 2, 275911)",1.16497
"(5, 2, 275912)",1.22567
"(5, 2, 276240)",1.15918
"(5, 2, 276241)",1.07207
"(5, 2, 276264)",1.14088
"(5, 2, 276265)",1.12383
"(5, 2, 276268)",1.09201
"(5, 2, 276269)",1.11564
"(5, 2, 276737)",1.77459
"(5, 2, 276738)",2.25049
"(6, 0, 276183)",1.25516
"(6, 0, 276184)",1.6569
"(6, 0, 275911)",1.3235
"(6, 0, 275912)",2.19899
"(6, 0, 276240)",1.19323
"(6, 0, 276241)",1.3812
"(6, 0, 276264)",1.16469
"(6, 0, 276265)",1.2123
"(6, 0, 276268)",1.13925
"(6, 0, 276269)",1.21828
"(6, 0, 276737)",1.76735
"(6, 0, 276738)",1.81762
"(6, 1, 276183)",1.25313
"(6, 1, 276184)",1.54567
"(6, 1, 275911)",1.40249
"(6, 1, 275912)",2.09331
"(6, 1, 276240)",1.17236
"(6, 1, 276241)",1.38
"(6, 1, 276264)",1.16285
"(6, 1, 276265)",1.19215
"(6, 1, 276268)",1.16294
"(6, 1, 276269)",1.2275200000000002
"(6, 1, 276737)",1.92745
"(6, 1, 276738)",1.78427
"(6, 2, 276183)",1.22632
"(6, 2, 276184)",1.62222
"(6, 2, 275911)",1.32519
"(6, 2, 275912)",1.90636
"(6, 2, 276240)",1.21256
"(6, 2, 276241)",1.18211
"(6, 2, 276264)",1.16816
"(6, 2, 276265)",1.18081
"(6, 2, 276268)",1.13559
"(6, 2, 276269)",1.1887299999999998
"(6, 2, 276737)",1.7252900000000002
"(6, 2, 276738)",1.72953
"(7, 0, 276183)",1.22499
"(7, 0, 276184)",1.7195900000000002
"(7, 0, 275911)",1.3078299999999998
"(7, 0, 275912)",1.72406
"(7, 0, 276240)",1.26809
"(7, 0, 276241)",1.16746
"(7, 0, 276264)",1.16946
"(7, 0, 276265)",1.17143
"(7, 0, 276268)",1.11465
"(7, 0, 276269)",1.17453
"(7, 0, 276737)",1.71826
"(7, 0, 276738)",1.7607400000000002
"(7, 1, 276183)",1.31873
"(7, 1, 276184)",1.65264
"(7, 1, 275911)",1.30355
"(7, 1, 275912)",1.56243
"(7, 1, 276240)",1.27105
"(7, 1, 276241)",1.33644
"(7, 1, 276264)",1.17741
"(7, 1, 276265)",1.15002
"(7, 1, 276268)",1.0965
"(7, 1, 276269)",1.23324
"(7, 1, 276737)",1.74099
"(7, 1, 276738)",2.2335
"(7, 2, 276183)",1.66006
"(7, 2, 276184)",1.54178
"(7, 2, 275911)",1.42064
"(7, 2, 275912)",1.53715
"(7, 2, 276240)",1.22163
"(7, 2, 276241)",1.30549
"(7, 2, 276264)",1.19997
"(7, 2, 276265)",1.21242
"(7, 2, 276268)",1.13342
"(7, 2, 276269)",1.23616
"(7, 2, 276737)",1.88716
"(7, 2, 276738)",2.6398900000000003
"(8, 0, 276183)",1.79656
"(8, 0, 276184)",1.8087
"(8, 0, 275911)",1.7728400000000002
"(8, 0, 275912)",1.29275
"(8, 0, 276240)",1.31392
"(8, 0, 276241)",1.2242
"(8, 0, 276264)",1.22951
"(8, 0, 276265)",1.22371
"(8, 0, 276268)",1.23774
"(8, 0, 276269)",1.21331
"(8, 0, 276737)",1.93379
"(8, 0, 276738)",1.75405
"(8, 1, 276183)",2.74988
"(8, 1, 276184)",1.77545
"(8, 1, 275911)",1.88743
"(8, 1, 275912)",1.34162
"(8, 1, 276240)",1.44529
"(8, 1, 276241)",1.22242
"(8, 1, 276264)",1.23803
"(8, 1, 276265)",1.1953
"(8, 1, 276268)",1.27693
"(8, 1, 276269)",1.17951
"(8, 1, 276737)",1.7876
"(8, 1, 276738)",1.71773
"(8, 2, 276183)",3.0823
"(8, 2, 276184)",1.67333
"(8, 2, 275911)",1.6619400000000002
"(8, 2, 275912)",1.78119
"(8, 2, 276240)",1.52694
"(8, 2, 276241)",1.17247
"(8, 2, 276264)",1.21738
"(8, 2, 276265)",1.18862
"(8, 2, 276268)",1.24831
"(8, 2, 276269)",1.18038
"(8, 2, 276737)",1.69785
"(8, 2, 276738)",1.67628
"(9, 0, 276183)",2.15563
"(9, 0, 276184)",1.63424
"(9, 0, 275911)",1.7053599999999998
"(9, 0, 275912)",1.91131
"(9, 0, 276240)",1.6463900000000002
"(9, 0, 276241)",1.24062
"(9, 0, 276264)",1.16689
"(9, 0, 276265)",1.24033
"(9, 0, 276268)",1.19009
"(9, 0, 276269)",1.20239
"(9, 0, 276737)",1.78762
"(9, 0, 276738)",1.75547
"(9, 1, 276183)",2.02206
"(9, 1, 276184)",1.6884599999999998
"(9, 1, 275911)",1.74262
"(9, 1, 275912)",1.78367
"(9, 1, 276240)",1.3672799999999998
"(9, 1, 276241)",1.30244
"(9, 1, 276264)",1.14935
"(9, 1, 276265)",1.23262
"(9, 1, 276268)",1.18745
"(9, 1, 276269)",1.15359
"(9, 1, 276737)",1.76725
"(9, 1, 276738)",2.35364
"(9, 2, 276183)",2.24415
"(9, 2, 276184)",1.66613
"(9, 2, 275911)",1.79113
"(9, 2, 275912)",1.62889
"(9, 2, 276240)",1.4102
"(9, 2, 276241)",1.37962
"(9, 2, 276264)",1.18851
"(9, 2, 276265)",1.20555
"(9, 2, 276268)",1.25968
"(9, 2, 276269)",1.20961
"(9, 2, 276737)",1.82403
"(9, 2, 276738)",4.35581
"(10, 0, 276183)",2.1804900000000003
"(10, 0, 276184)",1.40827
"(10, 0, 275911)",1.84572
"(10, 0, 275912)",1.58299
"(10, 0, 276240)",1.71825
"(10, 0, 276241)",1.40427
"(10, 0, 276264)",1.19879
"(10, 0, 276265)",1.2582799999999998
"(10, 0, 276268)",1.40611
"(10, 0, 276269)",1.26181
"(10, 0, 276737)",1.56139
"(10, 0, 276738)",1.96292
"(10, 1, 276183)",2.25202
"(10, 1, 276184)",1.35313
"(10, 1, 275911)",1.84131
"(10, 1, 275912)",1.51357
"(10, 1, 276240)",1.83814
"(10, 1, 276241)",1.7152
"(10, 1, 276264)",1.18391
"(10, 1, 276265)",1.25831
"(10, 1, 276268)",1.3285
"(10, 1, 276269)",1.27117
"(10, 1, 276737)",1.5881
"(10, 1, 276738)",1.82191
"(10, 2, 276183)",2.28163
"(10, 2, 276184)",1.3021
"(10, 2, 275911)",1.75597
"(10, 2, 275912)",1.55209
"(10, 2, 276240)",2.03113
"(10, 2, 276241)",1.28296
"(10, 2, 276264)",1.20165
"(10, 2, 276265)",1.21051
"(10, 2, 276268)",1.34573
"(10, 2, 276269)",1.2098
"(10, 2, 276737)",1.59706
"(10, 2, 276738)",2.41995
"(11, 0, 276183)",2.74621
"(11, 0, 276184)",1.28119
"(11, 0, 275911)",1.7557200000000002
"(11, 0, 275912)",1.49585
"(11, 0, 276240)",2.14488
"(11, 0, 276241)",1.36037
"(11, 0, 276264)",1.24325
"(11, 0, 276265)",1.18336
"(11, 0, 276268)",1.33272
"(11, 0, 276269)",1.19259
"(11, 0, 276737)",1.52184
"(11, 0, 276738)",3.06398
"(11, 1, 276183)",3.01341
"(11, 1, 276184)",1.38573
"(11, 1, 275911)",1.8635
"(11, 1, 275912)",1.42347
"(11, 1, 276240)",2.21787
"(11, 1, 276241)",1.29576
"(11, 1, 276264)",1.22769
"(11, 1, 276265)",1.22849
"(11, 1, 276268)",1.36437
"(11, 1, 276269)",1.17315
"(11, 1, 276737)",1.59417
"(11, 1, 276738)",2.38213
"(11, 2, 276183)",2.78954
"(11, 2, 276184)",1.46568
"(11, 2, 275911)",1.85638
"(11, 2, 275912)",1.40454
"(11, 2, 276240)",1.99989
"(11, 2, 276241)",1.22864
"(11, 2, 276264)",1.23519
"(11, 2, 276265)",1.23126
"(11, 2, 276268)",1.41339
"(11, 2, 276269)",1.2207
"(11, 2, 276737)",1.60965
"(11, 2, 276738)",1.72095
"(12, 0, 276183)",1.28935
"(12, 0, 276184)",1.17862
"(12, 0, 275911)",1.65927
"(12, 0, 275912)",1.20196
"(12, 0, 276240)",1.28033
"(12, 0, 276241)",1.21748
"(12, 0, 276264)",1.18325
"(12, 0, 276265)",1.30087
"(12, 0, 276268)",1.23862
"(12, 0, 276269)",1.23948
"(12, 0, 276737)",1.56935
"(12, 0, 276738)",1.64425
"(12, 1, 276183)",1.22203
"(12, 1, 276184)",1.168
"(12, 1, 275911)",1.60459
"(12, 1, 275912)",1.17517
"(12, 1, 276240)",1.25812
"(12, 1, 276241)",1.21305
"(12, 1, 276264)",1.1825
"(12, 1, 276265)",1.44875
"(12, 1, 276268)",1.25475
"(12, 1, 276269)",1.24849
"(12, 1, 276737)",1.58155
"(12, 1, 276738)",2.02625
"(12, 2, 276183)",1.20866
"(12, 2, 276184)",1.16955
"(12, 2, 275911)",1.5423
"(12, 2, 275912)",1.15697
"(12, 2, 276240)",1.2432
"(12, 2, 276241)",1.20085
"(12, 2, 276264)",1.2271299999999998
"(12, 2, 276265)",1.46853
"(12, 2, 276268)",1.23935
"(12, 2, 276269)",1.18364
"(12, 2, 276737)",1.6649900000000002
"(12, 2, 276738)",2.7101
"(13, 0, 276183)",1.26781
"(13, 0, 276184)",1.15735
"(13, 0, 275911)",1.58549
"(13, 0, 275912)",1.14059
"(13, 0, 276240)",1.21947
"(13, 0, 276241)",1.20097
"(13, 0, 276264)",1.20077
"(13, 0, 276265)",1.4139700000000002
"(13, 0, 276268)",1.27042
"(13, 0, 276269)",1.20231
"(13, 0, 276737)",1.69366
"(13, 0, 276738)",2.20485
"(13, 1, 276183)",1.32398
"(13, 1, 276184)",1.16078
"(13, 1, 275911)",1.61222
"(13, 1, 275912)",1.12954
"(13, 1, 276240)",1.24104
"(13, 1, 276241)",1.17695
"(13, 1, 276264)",1.19447
"(13, 1, 276265)",1.39097
"(13, 1, 276268)",1.27269
"(13, 1, 276269)",1.19951
"(13, 1, 276737)",1.66979
"(13, 1, 276738)",2.02241
"(13, 2, 276183)",1.27289
"(13, 2, 276184)",1.1524
"(13, 2, 275911)",1.6095700000000002
"(13, 2, 275912)",1.1361
"(13, 2, 276240)",1.22901
"(13, 2, 276241)",1.1778
"(13, 2, 276264)",1.21399
"(13, 2, 276265)",1.3430000000000002
"(13, 2, 276268)",1.24181
"(13, 2, 276269)",1.16023
"(13, 2, 276737)",1.5255299999999998
"(13, 2, 276738)",1.70885
"(0, 0, 276183)",1.2807
"(0, 0, 276184)",2.94328
"(0, 0, 275911)",2.16799
"(0, 0, 275912)",3.24485
"(0, 0, 276240)",2.1261
"(0, 0, 276241)",2.48557
"(0, 0, 276264)",1.17424
"(0, 0, 276265)",3.3457
"(0, 0, 276268)",1.14067
"(0, 0, 276269)",1.92758
"(0, 0, 276737)",1.72784
"(0, 0, 276738)",1.27924
"(0, 1, 276183)",1.18467
"(0, 1, 276184)",3.08453
"(0, 1, 275911)",2.49293
"(0, 1, 275912)",3.25591
"(0, 1, 276240)",2.51555
"(0, 1, 276241)",3.36635
"(0, 1, 276264)",1.1267
"(0, 1, 276265)",2.70875
"(0, 1, 276268)",1.1509200000000002
"(0, 1, 276269)",2.1365
"(0, 1, 276737)",1.73082
"(0, 1, 276738)",1.23473
"(0, 2, 276183)",1.16019
"(0, 2, 276184)",3.22107
"(0, 2, 275911)",2.90592
"(0, 2, 275912)",3.07753
"(0, 2, 276240)",1.65553
"(0, 2, 276241)",2.80379
"(0, 2, 276264)",1.16735
"(0, 2, 276265)",2.37175
"(0, 2, 276268)",1.13491
"(0, 2, 276269)",2.13172
"(0, 2, 276737)",2.03933
"(0, 2, 276738)",1.30778
"(1, 0, 276183)",1.1347
"(1, 0, 276184)",3.2876
"(1, 0, 275911)",3.02482
"(1, 0, 275912)",3.0401
"(1, 0, 276240)",1.86575
"(1, 0, 276241)",4.40658
"(1, 0, 276264)",1.13621
"(1, 0, 276265)",1.87473
"(1, 0, 276268)",1.1233799999999998
"(1, 0, 276269)",2.08116
"(1, 0, 276737)",1.72902
"(1, 0, 276738)",1.30319
"(1, 1, 276183)",1.13927
"(1, 1, 276184)",2.69046
"(1, 1, 275911)",3.45136
"(1, 1, 275912)",2.72193
"(1, 1, 276240)",2.47498
"(1, 1, 276241)",3.68444
"(1, 1, 276264)",1.12685
"(1, 1, 276265)",1.4756
"(1, 1, 276268)",1.09649
"(1, 1, 276269)",1.71557
"(1, 1, 276737)",3.0467
"(1, 1, 276738)",1.3435700000000002
"(1, 2, 276183)",1.18481
"(1, 2, 276184)",2.7622
"(1, 2, 275911)",3.40727
"(1, 2, 275912)",2.67535
"(1, 2, 276240)",2.8503
"(1, 2, 276241)",2.52887
"(1, 2, 276264)",1.1518
"(1, 2, 276265)",1.11434
"(1, 2, 276268)",1.12711
"(1, 2, 276269)",1.38794
"(1, 2, 276737)",1.78047
"(1, 2, 276738)",1.31675
"(2, 0, 276183)",1.20911
"(2, 0, 276184)",2.43149
"(2, 0, 275911)",2.00424
"(2, 0, 275912)",2.94551
"(2, 0, 276240)",1.16231
"(2, 0, 276241)",1.34616
"(2, 0, 276264)",1.10817
"(2, 0, 276265)",1.07881
"(2, 0, 276268)",1.10641
"(2, 0, 276269)",1.47783
